datetime,open,high,low,close,volume
2026-01-23 10:15:00,25280.55,25288.05,25251.55,25264.2,7506176
2026-01-23 10:25:00,25265.15,25320.8,25260.8,25303.8,9597152
2026-01-23 10:35:00,25303.55,25315.7,25286.45,25293.35,5394288
2026-01-23 10:45:00,25293.25,25300.4,25270.45,25278.05,6635190
2026-01-23 10:55:00,25278.25,25285.55,25265.2,25265.8,7869360
2026-01-23 11:05:00,25265.0,25293.6,25261.05,25284.9,7315598
2026-01-23 11:15:00,25285.3,25289.9,25254.8,25264.75,6784008
2026-01-23 11:25:00,25265.9,25279.35,25255.6,25256.4,7332181
2026-01-23 11:35:00,25256.45,25259.25,25209.6,25211.6,9206482
2026-01-23 11:45:00,25211.45,25224.65,25190.95,25207.45,7661793
2026-01-23 11:55:00,25208.05,25223.3,25198.15,25219.15,5974703
2026-01-23 12:05:00,25218.55,25218.55,25183.65,25185.2,8003812
2026-01-23 12:15:00,25185.95,25222.95,25185.95,25203.65,9401236
2026-01-23 12:25:00,25204.55,25220.5,25194.0,25211.15,6851360
2026-01-23 12:35:00,25210.0,25236.6,25202.6,25223.05,6422817
2026-01-23 12:45:00,25223.3,25243.8,25202.2,25229.1,8479341
2026-01-23 12:55:00,25229.75,25229.75,25191.7,25194.3,9271483
2026-01-23 13:05:00,25194.05,25200.35,25180.25,25196.4,9377552
2026-01-23 13:15:00,25196.65,25197.35,25124.65,25128.0,9648127
2026-01-23 13:25:00,25127.75,25148.25,25067.8,25070.65,9512613
2026-01-23 13:35:00,25072.25,25081.4,25047.75,25049.55,10283724
2026-01-23 13:45:00,25049.25,25068.4,25043.85,25063.7,8767319
2026-01-23 13:55:00,25063.25,25070.5,25046.75,25065.3,9836583
2026-01-23 14:05:00,25065.65,25078.05,25051.85,25063.4,9483111
2026-01-23 14:15:00,25064.05,25095.15,25041.0,25044.75,11317717
2026-01-23 14:25:00,25045.2,25100.15,25043.95,25088.75,13113450
2026-01-23 14:35:00,25088.25,25107.8,25063.7,25083.65,11924955
2026-01-23 14:45:00,25089.15,25100.8,25057.3,25077.05,11288246
2026-01-23 14:55:00,25079.35,25106.15,25055.85,25060.25,16512101
2026-01-23 15:05:00,25060.55,25061.05,25028.25,25045.85,20707006
2026-01-23 15:15:00,25045.85,25062.85,25025.3,25048.0,25151936
2026-01-23 15:25:00,25049.6,25074.5,25045.9,25064.75,12355410
2026-01-27 09:15:00,25063.35,25126.3,24937.55,24946.4,56931989
2026-01-27 09:25:00,24946.3,25000.2,24932.55,24989.5,24129203
2026-01-27 09:35:00,24989.95,25147.6,24977.8,25147.6,22143395
2026-01-27 09:45:00,25148.8,25161.85,25121.0,25137.25,14750765
2026-01-27 09:55:00,25139.05,25152.35,25100.95,25130.3,12623586
2026-01-27 10:05:00,25130.2,25133.2,25083.35,25128.45,12324523
2026-01-27 10:15:00,25129.35,25184.95,25123.5,25161.55,13769801
2026-01-27 10:25:00,25161.2,25172.35,25105.75,25128.65,10858766
2026-01-27 10:35:00,25128.3,25131.55,25019.7,25030.0,13063586
2026-01-27 10:45:00,25028.85,25044.75,24979.2,24994.7,11819677
2026-01-27 10:55:00,24996.4,25021.5,24979.05,25011.05,13633641
2026-01-27 11:05:00,25008.8,25039.8,24994.05,25029.4,11967980
2026-01-27 11:15:00,25029.05,25064.85,25022.1,25039.4,12263370
2026-01-27 11:25:00,25038.65,25084.8,25030.95,25063.0,9528072
